,Gene.Symbol,Protein.Id,Compartment,Swarup.Sharan,Ordureau.Alban,Park.Hankum,Itzhak.Daniel,Organism
3395,MAN1A2,O60476,Golgi,1,0,0,0,human
3396,MAN1B1,Q9UKM7,ER,1,0,0,0,human
3397,MAN1C1,Q9NR34,Golgi,1,0,0,0,human
3398,MAN2A1,Q16706,Golgi,1,0,0,0,human
3399,MAN2A2,P49641,Golgi,1,0,0,0,human
3400,MAN2B1,O00754,Lysosome,1,0,0,0,human
3401,MAN2B2,Q9Y2E5,Lysosome,1,0,0,0,human
3402,MAN2C1,Q9NTJ4,Cytoplasm,1,0,0,0,human
3403,MANBA,O00462,Lysosome,1,0,0,0,human
9330,MANBAL,Q9NQG1,ER,0,0,0,1,human
3404,MANEA,Q5SRI9,Golgi,1,0,0,0,human
3405,MANEAL,Q5VSG8,Golgi,1,0,0,0,human
8217,MANF,P55145,ER-Lumen,0,1,0,0,human
8917,MAOA,P21397,Mitochondria,0,1,0,0,human
8918,MAOB,P27338,Mitochondria,0,1,0,0,human
8167,MAP1LC3B,Q9GZQ8,Endosome,0,1,0,0,human
10185,MAP1S,Q66K74,Large Protein Complex,0,0,0,1,human
10650,MAP2K1,Q02750,Large Protein Complex,0,0,0,1,human
11274,MAP2K2,P36507,Large Protein Complex,0,0,0,1,human
10186,MAP2K3,P46734,Large Protein Complex,0,0,0,1,human
10937,MAP2K6,P52564,Large Protein Complex,0,0,0,1,human
10651,MAP2K7,O14733,Large Protein Complex,0,0,0,1,human
9043,MAP3K11,Q16584,Endosome,0,0,1,0,human
3406,MAP3K14,Q99558,Cytoplasm,1,0,0,0,human
11275,MAP3K7,O43318-2,Large Protein Complex,0,0,0,1,human
3407,MAP3K8,P41279,Cytoplasm,1,0,0,0,human
10652,MAP4,P27816-4,Large Protein Complex,0,0,0,1,human
10938,MAP4,P27816,Large Protein Complex,0,0,0,1,human
9201,MAP4K3,Q8IVH8,Endosome,0,0,0,1,human
3408,MAP4K4,O95819,Cytoplasm,1,0,0,0,human
11140,MAP4K4,O95819-3,Large Protein Complex,0,0,0,1,human
3409,MAP4K5,Q9Y4K4,Cytoplasm,1,0,0,0,human
10187,MAP7,Q14244,Large Protein Complex,0,0,0,1,human
10188,MAP7D1,Q3KQU3,Large Protein Complex,0,0,0,1,human
10189,MAP7D3,Q8IWC1,Large Protein Complex,0,0,0,1,human
10190,MAPK1,P28482,Large Protein Complex,0,0,0,1,human
11276,MAPK14,Q16539,Large Protein Complex,0,0,0,1,human
10653,MAPK3,P27361,Large Protein Complex,0,0,0,1,human
10939,MAPKAP1,Q9BPZ7,Large Protein Complex,0,0,0,1,human
10654,MAPRE1,Q15691,Large Protein Complex,0,0,0,1,human
9448,MARCKS,P29966,Ergic/cisGolgi,0,0,0,1,human
8649,MARCKSL1,P49006,Plasma membrane,0,1,0,0,human
3410,MARCO,Q9UEW3,Plasma membrane,1,0,0,0,human
3411,MARF1,Q9Y4F3,Peroxisome,1,0,0,0,human
11141,MARK1,Q9P0L2,Large Protein Complex,0,0,0,1,human
10191,MARK2,Q7KZI7,Large Protein Complex,0,0,0,1,human
10192,MARK3,P27448,Large Protein Complex,0,0,0,1,human
10655,MARS,P56192,Large Protein Complex,0,0,0,1,human
3412,MARS2,Q96GW9,Mitochondria,1,0,0,0,human
9679,MARVELD1,Q9BSK0,Plasma membrane,0,0,0,1,human
3413,MARVELD2,Q8N4S9,Plasma membrane,1,0,0,0,human
3414,MAS1,P04201,Plasma membrane,1,0,0,0,human
3415,MAS1L,P35410,Plasma membrane,1,0,0,0,human
3416,MAST4,O15021,Cytoplasm,1,0,0,0,human
11277,MAT2A,P31153,Large Protein Complex,0,0,0,1,human
11278,MAT2B,Q9NZL9,Large Protein Complex,0,0,0,1,human
10940,MATK,P42679,Large Protein Complex,0,0,0,1,human
3417,MATR3,P43243,Nucleus,1,0,0,0,human
3418,MAU2,Q9Y6X3,Nucleus,1,0,0,0,human
8433,MAVS,Q7Z434,Mitochondrion-OM,0,1,0,0,human
3419,MAX,P61244,Nucleus,1,0,0,0,human
3420,MAZ,P56270,Nucleus,1,0,0,0,human
10193,MAZ,P56270-2,Large Protein Complex,0,0,0,1,human
10194,MB21D1,Q8N884,Large Protein Complex,0,0,0,1,human
3421,MBD1,Q9UIS9,Nucleus,1,0,0,0,human
3422,MBD2,Q9UBB5,Nucleus,1,0,0,0,human
3423,MBD3,O95983,Nucleus,1,0,0,0,human
3424,MBD3L1,Q8WWY6,Nucleus,1,0,0,0,human
3425,MBD4,O95243,Nucleus,1,0,0,0,human
3426,MBD5,Q9P267,Nucleus,1,0,0,0,human
3427,MBD6,Q96DN6,Nucleus,1,0,0,0,human
8339,MBLAC2,Q68D91,Golgi,0,1,0,0,human
10195,MBNL1,Q9NR56,Large Protein Complex,0,0,0,1,human
10196,MBNL2,Q5VZF2-3,Large Protein Complex,0,0,0,1,human
10656,MBNL3,Q9NUK0,Large Protein Complex,0,0,0,1,human
9395,MBOAT1,Q6ZNC8,ER,0,0,0,1,human
3428,MBOAT4,Q96T53,ER,1,0,0,0,human
3429,MBOAT7,Q96N66,ER,1,0,0,0,human
9729,MBP,P02686,Plasma membrane,0,0,0,1,human
3430,MBTD1,Q05BQ5,Nucleus,1,0,0,0,human
3431,MC1R,Q01726,Plasma membrane,1,0,0,0,human
3432,MC2R,Q01718,Plasma membrane,1,0,0,0,human
3433,MC3R,P41968,Plasma membrane,1,0,0,0,human
3434,MC4R,P32245,Plasma membrane,1,0,0,0,human
3435,MC5R,P33032,Plasma membrane,1,0,0,0,human
8650,MCAM,P43121,Plasma membrane,0,1,0,0,human
3436,MCAT,Q8IVS2,Mitochondria,1,0,0,0,human
3437,MCCC1,Q96RQ3,Mitochondria,1,0,0,0,human
3438,MCCC2,Q9HCC0,Mitochondria,1,0,0,0,human
3439,MCCD1,P59942,Mitochondria,1,0,0,0,human
3440,MCEE,Q96PE7,Mitochondria,1,0,0,0,human
3441,MCFD2,Q8NI22,Ergic/cisGolgi,1,0,0,0,human
9426,MCFD2,Q8NI22-2,Ergic/cisGolgi,0,0,0,1,human
3442,MCHR1,Q99705,Plasma membrane,1,0,0,0,human
3443,MCHR2,Q969V1,Plasma membrane,1,0,0,0,human
3444,MCIDAS,D6RGH6,Nucleus,1,0,0,0,human
9009,MCL1,Q07820,Mitochondria,0,1,0,0,human
3445,MCM10,Q7L590,Nucleus,1,0,0,0,human
3446,MCM2,P49736,Nucleus,1,0,0,0,human
3447,MCM3,P25205,Nucleus,1,0,0,0,human
3448,MCM4,P33991,Nucleus,1,0,0,0,human
10657,MCM5,P33992,Large Protein Complex,0,0,0,1,human
3449,MCM6,Q14566,Nucleus,1,0,0,0,human
3450,MCM7,P33993,Nucleus,1,0,0,0,human
3451,MCM8,Q9UJA3,Nucleus,1,0,0,0,human
3452,MCM9,Q9NXL9,Nucleus,1,0,0,0,human
3453,MCMBP,Q9BTE3,Nucleus,1,0,0,0,human
3454,MCOLN1,Q9GZU1,Lysosome,1,0,0,0,human
3455,MCOLN2,Q8IZK6,Lysosome,1,0,0,0,human
3456,MCOLN3,Q8TDD5,Lysosome,1,0,0,0,human
9730,MCPH1,Q8NEM0,Plasma membrane,0,0,0,1,human
8919,MCRIP2,Q9BUT9,Mitochondria,0,1,0,0,human
9409,MCTP2,Q6DN12,ER_high_curvature,0,0,0,1,human
10197,MCTS1,Q9ULC4,Large Protein Complex,0,0,0,1,human
3457,MCU,Q8NE86,Mitochondria,1,0,0,0,human
3458,MCUB,Q9NWR8,Mitochondria,1,0,0,0,human
3459,MCUR1,Q96AQ8,Mitochondria,1,0,0,0,human
3460,MDC1,Q14676,Nucleus,1,0,0,0,human
3461,MDGA1,Q8NFP4,Plasma membrane,1,0,0,0,human
3462,MDGA2,Q7Z553,Plasma membrane,1,0,0,0,human
3463,MDH1,P40925,Cytoplasm,1,0,0,0,human
10941,MDH1,P40925-3,Large Protein Complex,0,0,0,1,human
3464,MDH2,P40926,Mitochondria,1,0,0,0,human
3465,MDM4,O15151,Nucleus,1,0,0,0,human
10198,MDN1,Q9NU22,Large Protein Complex,0,0,0,1,human
3466,ME1,P48163,Cytoplasm,1,0,0,0,human
3467,ME2,P23368,Mitochondria,1,0,0,0,human
3468,ME3,Q16798,Mitochondria,1,0,0,0,human
3469,MEAF6,Q9HAF1,Nucleus,1,0,0,0,human
3470,MECP2,P51608,Nucleus,1,0,0,0,human
8920,MECR,Q9BV79,Mitochondria,0,1,0,0,human
3471,MED1,Q15648,Nucleus,1,0,0,0,human
3472,MED10,Q9BTT4,Nucleus,1,0,0,0,human
3473,MED11,Q9P086,Nucleus,1,0,0,0,human
3474,MED12,Q93074,Nucleus,1,0,0,0,human
3475,MED12L,Q86YW9,Nucleus,1,0,0,0,human
3476,MED13,Q9UHV7,Nucleus,1,0,0,0,human
3477,MED13L,Q71F56,Nucleus,1,0,0,0,human
3478,MED14,O60244,Nucleus,1,0,0,0,human
10199,MED15,Q96RN5,Large Protein Complex,0,0,0,1,human
3479,MED16,Q9Y2X0,Nucleus,1,0,0,0,human
3480,MED17,Q9NVC6,Nucleus,1,0,0,0,human
3481,MED18,Q9BUE0,Nucleus,1,0,0,0,human
3482,MED19,A0JLT2,Nucleus,1,0,0,0,human
3483,MED20,Q9H944,Nucleus,1,0,0,0,human
3484,MED21,Q13503,Nucleus,1,0,0,0,human
3485,MED22,Q15528,Nucleus,1,0,0,0,human
3486,MED23,Q9ULK4,Nucleus,1,0,0,0,human
10942,MED23,Q9ULK4-3,Large Protein Complex,0,0,0,1,human
3487,MED24,O75448,Nucleus,1,0,0,0,human
3488,MED25,Q71SY5,Nucleus,1,0,0,0,human
10943,MED25,Q71SY5-2,Large Protein Complex,0,0,0,1,human
3489,MED26,O95402,Nucleus,1,0,0,0,human
3490,MED27,Q6P2C8,Nucleus,1,0,0,0,human
3491,MED29,Q9NX70,Nucleus,1,0,0,0,human
3492,MED30,Q96HR3,Nucleus,1,0,0,0,human
3493,MED31,Q9Y3C7,Nucleus,1,0,0,0,human
3494,MED4,Q9NPJ6,Nucleus,1,0,0,0,human
3495,MED6,O75586,Nucleus,1,0,0,0,human
3496,MED7,O43513,Nucleus,1,0,0,0,human
3497,MED8,Q96G25,Nucleus,1,0,0,0,human
10944,MED8,Q96G25-2,Large Protein Complex,0,0,0,1,human
3498,MED9,Q9NWA0,Nucleus,1,0,0,0,human
3499,MEDAG,Q5VYS4,Cytoplasm,1,0,0,0,human
3500,MEF2A,Q02078,Nucleus,1,0,0,0,human
3501,MEF2B,Q02080,Nucleus,1,0,0,0,human
3502,MEF2D,Q14814,Nucleus,1,0,0,0,human
3503,MEGF10,Q96KG7,Plasma membrane,1,0,0,0,human
3504,MEGF11,A6BM72,Plasma membrane,1,0,0,0,human
9202,MEGF9,Q9H1U4,Endosome,0,0,0,1,human
3505,MEIS1,O00470,Nucleus,1,0,0,0,human
3506,MEIS3,Q99687,Nucleus,1,0,0,0,human
3507,MEIS3P1,A6NDR6,Nucleus,1,0,0,0,human
3508,MEIS3P2,A8K0S8,Nucleus,1,0,0,0,human
3509,MELK,Q14680,Plasma membrane,1,0,0,0,human
3510,MELTF,P08582,Plasma membrane,1,0,0,0,human
3511,MEN1,O00255,Nucleus,1,0,0,0,human
3512,MEOX2,P50222,Nucleus,1,0,0,0,human
10200,MEPCE,Q7L2J0,Large Protein Complex,0,0,0,1,human
3513,MESD,Q14696,ER,1,0,0,0,human
3514,MESP1,Q9BRJ9,Nucleus,1,0,0,0,human
3515,MESP2,Q0VG99,Nucleus,1,0,0,0,human
3516,MEST,Q5EB52,ER,1,0,0,0,human
8651,MET,P08581,Plasma membrane,0,1,0,0,human
3517,METAP1,P53582,Cytoplasm,1,0,0,0,human
3518,METAP1D,Q6UB28,Mitochondria,1,0,0,0,human
10201,METAP2,P50579,Large Protein Complex,0,0,0,1,human
3519,METTL1,Q9UBP6,Nucleus,1,0,0,0,human
3520,METTL11B,Q5VVY1,Nucleus,1,0,0,0,human
10202,METTL13,Q8N6R0,Large Protein Complex,0,0,0,1,human
3521,METTL14,Q9HCE5,Nucleus,1,0,0,0,human
8921,METTL15,A6NJ78,Mitochondria,0,1,0,0,human
3522,METTL16,Q86W50,Nucleus,1,0,0,0,human
3523,METTL17,Q9H7H0,Mitochondria,1,0,0,0,human
3524,METTL21A,Q8WXB1,Cytoplasm,1,0,0,0,human
3525,METTL21C,Q5VZV1,Nucleus,1,0,0,0,human
3526,METTL22,Q9BUU2,Nucleus,1,0,0,0,human
10203,METTL2B,Q6P1Q9,Large Protein Complex,0,0,0,1,human
10945,METTL3,Q86U44,Large Protein Complex,0,0,0,1,human
8922,METTL5,Q9NRN9,Mitochondria,0,1,0,0,human
3527,METTL7A,Q9H8H3,ER,1,0,0,0,human
8923,METTL8,Q9H825,Mitochondria,0,1,0,0,human
9764,METTL9,Q9H1A3,Plasma membrane,0,0,0,1,human
10658,MEX3D,Q86XN8,Large Protein Complex,0,0,0,1,human
3528,MFAP1,P55081,Nucleus,1,0,0,0,human
3529,MFAP3,P55082,Plasma membrane,1,0,0,0,human
8434,MFF,Q9GZY8,Mitochondrion-OM,0,1,0,0,human
9103,MFGE8,Q08431,Endosome,0,0,1,0,human
3530,MFHAS1,Q9Y4C4,Cytoplasm,1,0,0,0,human
8435,MFN1,Q8IWA4,Mitochondrion-OM,0,1,0,0,human
3531,MFN2,O95140,Mitochondria,1,0,0,0,human
3532,MFNG,O00587,Golgi,1,0,0,0,human
3533,MFRP,Q9BY79,Plasma membrane,1,0,0,0,human
9077,MFSD1,Q9H3U5,Endosome,0,0,1,0,human
3534,MFSD10,Q14728,Nucleus,1,0,0,0,human
9532,MFSD12,Q6NUT3-3,Lysosome,0,0,0,1,human
3535,MFSD2B,A6NFX1,Plasma membrane,1,0,0,0,human
9332,MFSD3,Q96ES6,ER,0,0,0,1,human
3536,MFSD4B,Q5TF39,Plasma membrane,1,0,0,0,human
3537,MFSD5,Q6N075,Plasma membrane,1,0,0,0,human
3538,MFSD8,Q8NHS3,Lysosome,1,0,0,0,human
3539,MGA,Q8IWI9,Nucleus,1,0,0,0,human
3540,MGAM,O43451,Plasma membrane,1,0,0,0,human
3541,MGAT1,P26572,Golgi,1,0,0,0,human
3542,MGAT2,Q10469,Golgi,1,0,0,0,human
3543,MGAT3,Q09327,Golgi,1,0,0,0,human
3544,MGAT4A,Q9UM21,Golgi,1,0,0,0,human
3545,MGAT4B,Q9UQ53,Golgi,1,0,0,0,human
3546,MGAT4C,Q9UBM8,Golgi,1,0,0,0,human
3547,MGAT5,Q09328,Golgi,1,0,0,0,human
3548,MGAT5B,Q3V5L5,Golgi,1,0,0,0,human
3549,MGME1,Q9BQP7,Mitochondria,1,0,0,0,human
3550,MGMT,P16455,Nucleus,1,0,0,0,human
9680,MGRN1,O60291,Plasma membrane,0,0,0,1,human
8924,MGST1,P10620,Mitochondria,0,1,0,0,human
3551,MGST2,Q99735,ER,1,0,0,0,human
3552,MGST3,O14880,ER,1,0,0,0,human
3553,MIA2,Q96PC5,ER,1,0,0,0,human
3554,MIA3,Q5JRA6,ER,1,0,0,0,human
10659,MIB1,Q86YT6,Large Protein Complex,0,0,0,1,human
3555,MIB2,Q96AX9,Endosome,1,0,0,0,human
9731,MICA,Q29983,Plasma membrane,0,0,0,1,human
3556,MICAL2,O94851,Nucleus,1,0,0,0,human
9368,MICAL2,O94851-6,ER,0,0,0,1,human
9803,MICAL3,Q7RTP6,Actin binding proteins,0,0,0,1,human
3557,MICALL1,Q8N3F8,Endosome,1,0,0,0,human
10660,MICALL2,Q8IY33,Large Protein Complex,0,0,0,1,human
9681,MICB,Q29980,Plasma membrane,0,0,0,1,human
3558,MICOS10,Q5TGZ0,Mitochondria,1,0,0,0,human
3559,MICOS13,Q5XKP0,Mitochondria,1,0,0,0,human
3560,MICU1,Q9BPX6,Mitochondria,1,0,0,0,human
3561,MICU2,Q8IYU8,Mitochondria,1,0,0,0,human
3562,MICU3,Q86XE3,Mitochondria,1,0,0,0,human
10661,MID1,O15344,Large Protein Complex,0,0,0,1,human
3563,MIEF1,Q9NQG6,Mitochondria,1,0,0,0,human
3564,MIEF1,L0R8F8,Mitochondria,1,0,0,0,human
3565,MIEF2,Q96C03,Mitochondria,1,0,0,0,human
3566,MIER2,Q8N344,Nucleus,1,0,0,0,human
3567,MIER3,Q7Z3K6,Nucleus,1,0,0,0,human
10946,MIF,P14174,Large Protein Complex,0,0,0,1,human
3568,MIGA1,Q8NAN2,Mitochondria,1,0,0,0,human
3569,MIGA2,Q7L4E1,Mitochondria,1,0,0,0,human
3570,MILR1,Q7Z6M3,Plasma membrane,1,0,0,0,human
3571,MINAR1,Q9UPX6,Plasma membrane,1,0,0,0,human
3572,MINDY3,Q9H8M7,Nucleus,1,0,0,0,human
10947,MINK1,Q8N4C8,Large Protein Complex,0,0,0,1,human
3573,MINPP1,Q9UNW1,ER,1,0,0,0,human
3574,MIOS,Q9NXC5,Lysosome,1,0,0,0,human
3575,MIOX,Q9UGB7,Cytoplasm,1,0,0,0,human
3576,MIP,P30301,Plasma membrane,1,0,0,0,human
3577,MIP,Q8WZ33,Plasma membrane,1,0,0,0,human
3578,MIPEP,Q99797,Mitochondria,1,0,0,0,human
3579,MIS18A,Q9NYP9,Nucleus,1,0,0,0,human
3580,MIS18BP1,Q6P0N0,Nucleus,1,0,0,0,human
9821,MISP,Q8IVT2,Actin binding proteins,0,0,0,1,human
3581,MITD1,Q8WV92,Endosome,1,0,0,0,human
3582,MITF,O75030,Nucleus,1,0,0,0,human
3583,MIXL1,Q9H2W2,Nucleus,1,0,0,0,human
3584,MKI67,P46013,Nucleus,1,0,0,0,human
10948,MKRN1,Q9UHC7,Large Protein Complex,0,0,0,1,human
10662,MKRN2,Q9H000,Large Protein Complex,0,0,0,1,human
3585,MKX,Q8IYA7,Nucleus,1,0,0,0,human
3586,MLEC,Q14165,ER,1,0,0,0,human
10949,MLF2,Q15773,Large Protein Complex,0,0,0,1,human
3587,MLH1,P40692,Nucleus,1,0,0,0,human
3588,MLH3,Q9UHC1,Nucleus,1,0,0,0,human
10204,MLKL,Q8NB16,Large Protein Complex,0,0,0,1,human
3589,MLLT1,Q03111,Nucleus,1,0,0,0,human
3590,MLLT10,P55197,Nucleus,1,0,0,0,human
3591,MLLT3,P42568,Nucleus,1,0,0,0,human
3592,MLLT6,P55198,Nucleus,1,0,0,0,human
3593,MLNR,O43193,Plasma membrane,1,0,0,0,human
3594,MLPH,Q9BV36,Cytoplasm,1,0,0,0,human
3595,MLST8,Q9BVC4,Cytoplasm,1,0,0,0,human
9571,MLX,Q9UH92,Mitochondria,0,0,0,1,human
3596,MLXIPL,Q9NP71,Nucleus,1,0,0,0,human
8925,MLYCD,O95822,Mitochondria,0,1,0,0,human
3597,MMAA,Q8IVH4,Mitochondria,1,0,0,0,human
3598,MMAA,Q9GIP4,Mitochondria,1,0,0,0,human
3599,MMAB,Q96EY8,Mitochondria,1,0,0,0,human
3600,MMACHC,Q9Y4U1,Cytoplasm,1,0,0,0,human
8926,MMADHC,Q9H3L0,Mitochondria,0,1,0,0,human
3601,MMD2,Q8IY49,Golgi,1,0,0,0,human
3602,MME,P08473,Plasma membrane,1,0,0,0,human
9369,MMGT1,Q8N4V1,ER,0,0,0,1,human
8652,MMP15,P51511,Plasma membrane,0,1,0,0,human
3603,MMP27,Q9H306,ER,1,0,0,0,human
10205,MMS19,Q96T76,Large Protein Complex,0,0,0,1,human
3604,MMS22L,Q6ZRQ5,Nucleus,1,0,0,0,human
10206,MMTAG2,Q9BU76,Large Protein Complex,0,0,0,1,human
3605,MMUT,P22033,Mitochondria,1,0,0,0,human
3606,MNAT1,P51948,Nucleus,1,0,0,0,human
3607,MND1,Q9BWT6,Nucleus,1,0,0,0,human
3608,MNS1,Q8NEH6,Nucleus,1,0,0,0,human
3609,MNT,Q99583,Nucleus,1,0,0,0,human
3610,MNX1,P50219,Nucleus,1,0,0,0,human
10207,MOB1A,Q9H8S9,Large Protein Complex,0,0,0,1,human
10950,MOB4,Q9Y3A3,Large Protein Complex,0,0,0,1,human
10208,MOCOS,Q96EN8,Large Protein Complex,0,0,0,1,human
8927,MOCS1,Q9NZB8,Mitochondria,0,1,0,0,human
3611,MOCS2,O96033,Cytoplasm,1,0,0,0,human
3612,MOCS2,O96007,Cytoplasm,1,0,0,0,human
3613,MOCS3,O95396,Cytoplasm,1,0,0,0,human
3614,MOG,Q16653,Plasma membrane,1,0,0,0,human
3615,MOGAT1,Q96PD6,ER,1,0,0,0,human
3616,MOGAT2,Q3SYC2,ER,1,0,0,0,human
3617,MOGAT3,Q86VF5,ER,1,0,0,0,human
3618,MOGS,Q13724,ER,1,0,0,0,human
9765,MON1A,Q86VX9,Plasma membrane,0,0,0,1,human
3619,MON1B,Q7L1V2,Lysosome,1,0,0,0,human
10209,MON2,Q7Z3U7,Large Protein Complex,0,0,0,1,human
3620,MORC1,Q86VD1,Nucleus,1,0,0,0,human
10951,MORC2,Q9Y6X9,Large Protein Complex,0,0,0,1,human
3621,MORC3,Q14149,Nucleus,1,0,0,0,human
3622,MORC4,Q8TE76,Nucleus,1,0,0,0,human
3623,MORF4L1,Q9UBU8,Nucleus,1,0,0,0,human
10210,MORF4L1,Q9UBU8-2,Large Protein Complex,0,0,0,1,human
3624,MORF4L2,Q15014,Nucleus,1,0,0,0,human
3625,MOSMO,Q8NHV5,Plasma membrane,1,0,0,0,human
9294,MOSPD1,Q9UJG1,ER,0,0,0,1,human
3626,MOSPD2,Q8NHP6,Plasma membrane,1,0,0,0,human
10663,MOV10,Q9HCE1,Large Protein Complex,0,0,0,1,human
3627,MOXD1,Q6UVY6,ER,1,0,0,0,human
3628,MPC1,Q9Y5U8,Mitochondria,1,0,0,0,human
3629,MPC2,O95563,Mitochondria,1,0,0,0,human
9333,MPDU1,O75352,ER,0,0,0,1,human
8105,MPDZ,O75970,Actin binding proteins,0,1,0,0,human
10211,MPG,P29372-4,Large Protein Complex,0,0,0,1,human
3630,MPHOSPH10,O00566,Nucleus,1,0,0,0,human
3631,MPHOSPH8,Q99549,Nucleus,1,0,0,0,human
3632,MPI,P34949,Cytoplasm,1,0,0,0,human
10664,MPLKIP,Q8TAP9,Large Protein Complex,0,0,0,1,human
3633,MPO,P05164,Lysosome,1,0,0,0,human
3634,MPP1,Q00013,Plasma membrane,1,0,0,0,human
9804,MPP5,Q8N3R9,Actin binding proteins,0,0,0,1,human
8653,MPP6,Q9NZW5,Plasma membrane,0,1,0,0,human
8654,MPP7,Q5T2T1,Plasma membrane,0,1,0,0,human
3635,MPPE1,Q53F39,Golgi,1,0,0,0,human
8106,MPRIP,Q6WCQ1,Actin binding proteins,0,1,0,0,human
9805,MPRIP,Q6WCQ1-2,Actin binding proteins,0,0,0,1,human
8928,MPST,P25325,Mitochondria,0,1,0,0,human
9559,MPST,P25325-2,Mitochondria,0,0,0,1,human
3636,MPV17,P39210,Mitochondria,1,0,0,0,human
3637,MPV17L,Q2QL34,Peroxisome,1,0,0,0,human
3638,MPV17L2,Q567V2,Mitochondria,1,0,0,0,human
3639,MPZ,P25189,Plasma membrane,1,0,0,0,human
8655,MPZL1,O95297,Plasma membrane,0,1,0,0,human
8168,MRC2,Q9UBG0,Endosome,0,1,0,0,human
3640,MRE11,P49959,Nucleus,1,0,0,0,human
9025,MREG,Q8N565,Endosome,0,0,1,0,human
11142,MRFAP1,Q9Y605,Large Protein Complex,0,0,0,1,human
3641,MRGBP,Q9NV56,Nucleus,1,0,0,0,human
3642,MRGPRE,Q86SM8,Plasma membrane,1,0,0,0,human
3643,MRGPRF,Q96AM1,Plasma membrane,1,0,0,0,human
3644,MRGPRG,Q86SM5,Plasma membrane,1,0,0,0,human
3645,MRGPRX1,Q96LB2,Plasma membrane,1,0,0,0,human
3646,MRGPRX2,Q96LB1,Plasma membrane,1,0,0,0,human
3647,MRGPRX3,Q96LB0,Plasma membrane,1,0,0,0,human
3648,MRGPRX4,Q96LA9,Plasma membrane,1,0,0,0,human
11143,MRI1,Q9BV20,Large Protein Complex,0,0,0,1,human
3649,MRM1,Q6IN84,Mitochondria,1,0,0,0,human
3650,MRM2,Q9UI43,Mitochondria,1,0,0,0,human
3651,MRM3,Q9HC36,Mitochondria,1,0,0,0,human
3652,MRNIP,Q6NTE8,Nucleus,1,0,0,0,human
3653,MRO,Q9BYG7,Nucleus,1,0,0,0,human
3654,MRPL1,Q9BYD6,Mitochondria,1,0,0,0,human
3655,MRPL10,Q7Z7H8,Mitochondria,1,0,0,0,human
3656,MRPL11,Q9Y3B7,Mitochondria,1,0,0,0,human
3657,MRPL12,P52815,Mitochondria,1,0,0,0,human
3658,MRPL13,Q9BYD1,Mitochondria,1,0,0,0,human
3659,MRPL14,Q6P1L8,Mitochondria,1,0,0,0,human
3660,MRPL15,Q9P015,Mitochondria,1,0,0,0,human
3661,MRPL16,Q9NX20,Mitochondria,1,0,0,0,human
3662,MRPL17,Q9NRX2,Mitochondria,1,0,0,0,human
3663,MRPL18,Q9H0U6,Mitochondria,1,0,0,0,human
3664,MRPL19,P49406,Mitochondria,1,0,0,0,human
3665,MRPL2,Q5T653,Mitochondria,1,0,0,0,human
3666,MRPL20,Q9BYC9,Mitochondria,1,0,0,0,human
3667,MRPL21,Q7Z2W9,Mitochondria,1,0,0,0,human
3668,MRPL22,Q9NWU5,Mitochondria,1,0,0,0,human
3669,MRPL23,Q16540,Mitochondria,1,0,0,0,human
3670,MRPL24,Q96A35,Mitochondria,1,0,0,0,human
3671,MRPL27,Q9P0M9,Mitochondria,1,0,0,0,human
3672,MRPL28,Q13084,Mitochondria,1,0,0,0,human
3673,MRPL3,P09001,Mitochondria,1,0,0,0,human
3674,MRPL30,Q8TCC3,Mitochondria,1,0,0,0,human
3675,MRPL32,Q9BYC8,Mitochondria,1,0,0,0,human
3676,MRPL33,O75394,Mitochondria,1,0,0,0,human
3677,MRPL34,Q9BQ48,Mitochondria,1,0,0,0,human
3678,MRPL35,Q9NZE8,Mitochondria,1,0,0,0,human
3679,MRPL36,Q9P0J6,Mitochondria,1,0,0,0,human
3680,MRPL37,Q9BZE1,Mitochondria,1,0,0,0,human
3681,MRPL38,Q96DV4,Mitochondria,1,0,0,0,human
3682,MRPL39,Q9NYK5,Mitochondria,1,0,0,0,human
3683,MRPL4,Q9BYD3,Mitochondria,1,0,0,0,human
3684,MRPL40,Q9NQ50,Mitochondria,1,0,0,0,human
3685,MRPL41,Q8IXM3,Mitochondria,1,0,0,0,human
3686,MRPL42,Q9Y6G3,Mitochondria,1,0,0,0,human
3687,MRPL43,Q8N983,Mitochondria,1,0,0,0,human
3688,MRPL44,Q9H9J2,Mitochondria,1,0,0,0,human
3689,MRPL45,Q9BRJ2,Mitochondria,1,0,0,0,human
3690,MRPL46,Q9H2W6,Mitochondria,1,0,0,0,human
3691,MRPL47,Q9HD33,Mitochondria,1,0,0,0,human
3692,MRPL48,Q96GC5,Mitochondria,1,0,0,0,human
3693,MRPL49,Q13405,Mitochondria,1,0,0,0,human
3694,MRPL50,Q8N5N7,Mitochondria,1,0,0,0,human
3695,MRPL51,Q4U2R6,Mitochondria,1,0,0,0,human
3696,MRPL52,Q86TS9,Mitochondria,1,0,0,0,human
3697,MRPL53,Q96EL3,Mitochondria,1,0,0,0,human
3698,MRPL54,Q6P161,Mitochondria,1,0,0,0,human
3699,MRPL55,Q7Z7F7,Mitochondria,1,0,0,0,human
3700,MRPL57,Q9BQC6,Mitochondria,1,0,0,0,human
3701,MRPL58,Q14197,Mitochondria,1,0,0,0,human
3702,MRPL9,Q9BYD2,Mitochondria,1,0,0,0,human
3703,MRPS10,P82664,Mitochondria,1,0,0,0,human
